"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","GHECAUSES (CODE)","GHECAUSES (DISPLAY)","GHECAUSES (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","NIC","Nicaragua","","MLE","Male","","GHE000","All Causes","","692 [111 - 1 037]","692.40000","111.00000","1037.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","NOR","Norway","","FMLE","Female","","GHE000","All Causes","","302 [10 - 583]","301.90000","10.00000","583.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","PAK","Pakistan","","MLE","Male","","GHE000","All Causes","","32 852 [26 659 - 40 154]","32851.71000","26659.00000","40154.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","PAN","Panama","","BTSX","Both sexes","","GHE000","All Causes","","425 [54 - 615]","424.63000","54.00000","615.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PHL","Philippines","","MLE","Male","","GHE000","All Causes","","17 622 [13 500 - 21 370]","17621.86000","13500.00000","21370.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","PRT","Portugal","","BTSX","Both sexes","","GHE000","All Causes","","1 769 [66 - 2 894]","1769.34000","66.00000","2894.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MDA","Republic of Moldova","","MLE","Male","","GHE000","All Causes","","1 496 [0 - 2 412]","1495.93000","0.00000","2412.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ROU","Romania","","MLE","Male","","GHE000","All Causes","","8 170 [6 137 - 9 965]","8170.30000","6137.00000","9965.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","RWA","Rwanda","","BTSX","Both sexes","","GHE000","All Causes","","2 227 [1 220 - 3 320]","2227.06000","1220.00000","3320.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","VCT","Saint Vincent and the Grenadines","","MLE","Male","","GHE000","All Causes","","10 [0 - 15]","10.44000","0.00000","15.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SMR","San Marino","","MLE","Male","","GHE000","All Causes","","Not applicable","","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","STP","Sao Tome and Principe","","BTSX","Both sexes","","GHE000","All Causes","","25 [0 - 40]","24.88000","0.00000","40.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SRB","Serbia","","FMLE","Female","","GHE000","All Causes","","2 306 [1 649 - 2 892]","2306.45000","1649.00000","2892.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SLE","Sierra Leone","","MLE","Male","","GHE000","All Causes","","895 [0 - 1 614]","895.31000","0.00000","1614.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SVK","Slovakia","","BTSX","Both sexes","","GHE000","All Causes","","3 465 [2 681 - 4 156]","3464.71000","2681.00000","4156.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SLB","Solomon Islands","","FMLE","Female","","GHE000","All Causes","","0 [0 - 27]","0.00000","0.00000","27.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZAF","South Africa","","MLE","Male","","GHE000","All Causes","","7 429 [5 876 - 8 928]","7428.69000","5876.00000","8928.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ESP","Spain","","BTSX","Both sexes","","GHE000","All Causes","","6 860 [1 210 - 11 062]","6859.84000","1210.00000","11062.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SWZ","Swaziland","","FMLE","Female","","GHE000","All Causes","","110 [0 - 183]","109.67000","0.00000","183.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","CHE","Switzerland","","BTSX","Both sexes","","GHE000","All Causes","","1 482 [396 - 2 031]","1481.70000","396.00000","2031.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","THA","Thailand","","FMLE","Female","","GHE000","All Causes","","9 412 [7 563 - 11 200]","9412.10000","7563.00000","11200.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","TGO","Togo","","BTSX","Both sexes","","GHE000","All Causes","","1 454 [287 - 2 322]","1453.57000","287.00000","2322.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","TUN","Tunisia","","FMLE","Female","","GHE000","All Causes","","1 833 [1 489 - 2 188]","1833.01000","1489.00000","2188.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","TKM","Turkmenistan","","MLE","Male","","GHE000","All Causes","","2 043 [632 - 2 888]","2043.47000","632.00000","2888.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EMR","Eastern Mediterranean","","ARE","United Arab Emirates","","FMLE","Female","","GHE000","All Causes","","118 [100 - 137]","117.91000","100.00000","137.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","TZA","United Republic of Tanzania","","MLE","Male","","GHE000","All Causes","","3 190 [1 942 - 4 227]","3190.19000","1942.00000","4227.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","URY","Uruguay","","BTSX","Both sexes","","GHE000","All Causes","","713 [194 - 996]","712.52000","194.00000","996.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VNM","Viet Nam","","MLE","Male","","GHE000","All Causes","","15 838 [11 414 - 20 146]","15838.32000","11414.00000","20146.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","ZMB","Zambia","","BTSX","Both sexes","","GHE000","All Causes","","2 411 [679 - 3 600]","2410.92000","679.00000","3600.00000","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","LUX","Luxembourg","","MLE","Male","","GHE039","Lower respiratory infections","","0","0.00000","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SLB","Solomon Islands","","FMLE","Female","","GHE068","Trachea, bronchus, lung cancers","","0","0.00001","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SLB","Solomon Islands","","FMLE","Female","","GHE039","Lower respiratory infections","","0","0.00006","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","BTSX","Both sexes","","GHE118","Chronic obstructive pulmonary disease","","0","0.00018","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","BRN","Brunei Darussalam","","FMLE","Female","","GHE039","Lower respiratory infections","","0","0.00073","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","KIR","Kiribati","","FMLE","Female","","GHE113","Ischaemic heart disease","","0","0.00108","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","MCO","Monaco","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","0","0.00207","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","FJI","Fiji","","FMLE","Female","","GHE068","Trachea, bronchus, lung cancers","","0","0.00455","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VUT","Vanuatu","","BTSX","Both sexes","","GHE118","Chronic obstructive pulmonary disease","","0","0.01057","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","ATG","Antigua and Barbuda","","FMLE","Female","","GHE118","Chronic obstructive pulmonary disease","","0","0.01437","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","FJI","Fiji","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","0","0.02416","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","DNK","Denmark","","FMLE","Female","","GHE039","Lower respiratory infections","","0","0.03195","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","FSM","Micronesia (Federated States of)","","MLE","Male","","GHE113","Ischaemic heart disease","","0","0.03837","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AFR","Africa","","SYC","Seychelles","","MLE","Male","","GHE039","Lower respiratory infections","","0","0.05475","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","AUS","Australia","","BTSX","Both sexes","","GHE039","Lower respiratory infections","","0","0.06584","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","VUT","Vanuatu","","BTSX","Both sexes","","GHE068","Trachea, bronchus, lung cancers","","0","0.08372","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","SWE","Sweden","","FMLE","Female","","GHE118","Chronic obstructive pulmonary disease","","0","0.10812","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","AMR","Americas","","SUR","Suriname","","FMLE","Female","","GHE039","Lower respiratory infections","","0","0.11697","","","","",""
"AIR_41","Ambient air pollution attributable deaths","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2259","PUBLISHED","Published","","2012","2012","","EUR","Europe","","ISL","Iceland","","FMLE","Female","","GHE118","Chronic obstructive pulmonary disease","","0","0.13304","","","","",""
